idade;evasao;genero_id;estado_civil_id;formacao_id;departamento_id;salario;cargo_id;tempo_trabalho;quantidade_empresas_trabalhou;quantidade_anos_trabalhados_anteriormente;nivel_escolaridade_id;aumento_percentual_do_salario;distancia_de_casa;anos_com_o_atual_gestor;anos_na_empresa;cpf;satisfacao_trabalho
34;Sim;3;2;6;5;2960;6;2;2;8;4;11;6;3;4;47255735506;1
53;Não;2;5;9;5;19094;4;13;4;26;8;11;5;8;14;30611969517;3
32;Sim;2;2;5;5;3919;6;2;1;10;4;22;16;7;10;76540352486;1
42;Não;3;3;7;6;6825;5;7;0;10;9;11;8;2;9;52417073574;2
44;Não;2;3;6;5;10248;9;6;3;24;9;14;7;17;22;39045324980;4
46;Não;2;2;7;6;18947;4;2;3;22;9;12;2;1;2;40877645232;1
33;Não;3;2;6;5;2496;7;1;4;7;8;11;2;0;1;83512432626;4
44;Não;3;3;9;5;6465;9;2;2;9;9;13;10;3;4;17550502140;4
30;Não;3;2;6;5;2206;7;0;1;10;6;13;9;8;10;81652275561;3
39;Sim;3;3;8;6;2086;9;0;3;19;8;14;5;0;1;7814437701;4
24;Sim;3;3;6;5;2293;6;0;2;6;8;16;1;0;2;66406667817;4
43;Não;2;5;6;5;2645;6;3;1;6;6;12;2;4;5;18560990939;3
50;Sim;3;3;7;6;2683;9;2;1;3;6;14;3;2;3;48880122952;3
35;Não;2;3;7;6;2014;9;2;1;2;8;13;2;2;2;5509565941;4
36;Não;2;3;5;5;3419;6;1;9;6;9;14;5;0;1;39547615712;1
33;Não;2;3;5;6;5376;5;3;2;10;8;19;1;3;5;12562273272;1
35;Não;3;5;9;5;1951;7;0;1;1;6;12;4;0;1;25286355121;4
27;Não;2;5;5;5;2341;7;0;1;1;9;13;2;0;1;31236392488;1
26;Sim;3;2;5;5;2293;7;0;1;1;8;12;25;1;1;47444821918;3
27;Não;3;2;5;6;8726;5;8;1;9;8;15;8;7;9;70559415946;3
30;Não;2;2;6;5;4011;7;8;1;12;6;23;1;7;12;17719769987;4
41;Sim;2;3;8;5;19545;11;15;1;23;8;12;12;8;22;79389555732;3
34;Não;3;2;7;6;4568;5;5;0;10;9;20;23;7;9;96366630121;3
37;Não;3;3;5;5;3022;6;0;4;8;6;21;19;0;1;62817423452;2
46;Não;3;2;7;6;5772;5;6;4;14;9;21;5;8;9;12058079857;4
35;Não;3;3;5;5;2269;7;0;1;1;4;19;8;1;1;72284259132;4
48;Sim;3;2;5;5;5381;7;0;9;23;6;13;1;0;1;49716871127;3
28;Sim;3;2;8;5;3441;7;2;1;2;9;13;5;2;2;7842142063;3
44;Não;2;5;7;6;5454;5;3;5;9;10;21;1;3;4;2989550317;1
35;Não;3;3;6;5;9884;9;0;2;10;6;13;11;3;4;8724466707;1
26;Não;2;3;7;6;4157;5;2;7;5;8;19;23;0;2;38750996183;4
33;Não;2;2;5;5;13458;11;14;1;15;6;12;1;12;15;35055889609;4
35;Não;3;3;5;6;9069;5;8;1;9;10;22;18;8;9;36094394192;1
35;Não;2;3;6;5;4014;7;2;3;4;9;15;23;2;2;18270348079;1
31;Não;3;5;5;5;5915;7;7;3;10;9;22;7;7;7;78715087977;4
37;Não;3;5;5;5;5993;8;5;1;7;9;18;1;7;7;60099359815;3
32;Não;3;3;6;5;6162;8;8;1;9;8;22;1;8;9;17189773636;4
38;Não;2;2;5;5;2406;7;3;1;10;10;11;29;9;10;51598855376;4
50;Não;2;5;6;5;18740;11;3;5;29;6;12;7;8;27;61423700661;3
59;Não;2;2;5;6;7637;5;16;7;28;8;11;25;9;21;43634435493;1
36;Não;2;5;8;5;10096;9;14;1;17;8;13;8;8;17;1914664;3
55;Não;2;5;6;5;14756;4;0;2;21;8;14;8;2;5;33291092710;3
36;Não;3;2;5;5;6499;8;5;1;6;8;13;11;3;6;62330334244;2
45;Não;3;5;5;5;9724;6;0;2;25;8;17;7;0;1;57801232330;1
35;Não;3;3;6;5;2194;6;2;4;5;8;13;1;2;3;39228726397;1
36;Sim;3;3;6;5;3388;6;0;0;2;8;17;9;0;1;52100667354;3
59;Não;2;2;5;6;5473;5;3;7;20;4;11;1;3;4;86893659882;3
29;Não;3;3;5;5;2703;6;4;0;6;8;23;2;4;5;70628717966;2
31;Não;3;2;6;5;2501;6;1;1;1;9;17;1;0;1;26850056373;2
32;Não;3;3;5;5;6220;6;4;1;10;8;17;1;9;10;51105864479;2
36;Não;2;3;5;5;3038;7;0;3;5;8;12;6;0;1;35020543063;4
31;Não;2;2;5;5;4424;8;7;1;11;9;23;8;8;11;24624241311;4
35;Não;3;2;7;6;4312;5;13;0;16;9;14;1;8;15;14386379846;1
45;Não;3;3;9;5;13245;11;0;4;17;9;14;6;0;0;2388879968;1
37;Não;3;2;6;5;13664;11;2;4;16;9;13;7;2;5;39813199514;3
46;Não;3;5;6;4;5021;12;2;8;16;6;22;5;2;4;9749140545;2
30;Não;3;3;5;5;5126;7;8;1;10;4;12;1;0;10;71077362627;4
35;Não;3;2;6;5;2859;6;4;1;6;8;18;1;4;6;66784325537;3
55;Não;3;3;5;6;10239;5;0;3;24;6;14;1;0;1;38374293768;4
38;Não;2;5;6;5;5329;6;11;7;17;8;12;6;9;13;22301073401;4
34;Não;3;3;6;5;4325;8;2;1;5;6;15;1;3;5;21274455580;2
56;Não;3;2;5;5;7260;8;4;4;37;8;11;7;2;6;84221442030;4
23;Não;3;5;8;6;2322;9;0;3;3;4;13;2;0;0;48905572854;1
51;Não;3;3;5;5;2075;7;2;3;10;9;23;9;3;4;43780241570;4
30;Não;3;3;5;5;4152;9;10;1;11;8;19;2;8;11;40495088134;4
46;Sim;3;2;6;6;9619;5;8;1;9;6;16;9;7;9;41368323215;4
40;Não;3;3;5;5;13503;9;3;1;22;9;22;1;11;22;34102438918;2
51;Não;3;2;7;6;5441;5;7;0;11;9;22;21;0;10;35723454653;4
30;Não;2;5;6;6;5209;5;8;1;11;6;12;4;7;11;74904557095;2
46;Não;3;3;6;5;10673;9;9;2;21;8;13;1;5;10;33764498959;1
32;Não;3;2;6;6;5010;5;8;1;12;9;16;6;7;11;75319603941;3
54;Não;2;3;8;5;13549;11;3;9;16;9;12;2;3;4;38156449833;3
24;Não;2;3;9;6;4999;5;2;0;4;6;21;3;2;3;91757020624;3
28;Não;3;3;6;6;4221;5;4;1;5;8;15;4;4;5;28839358665;3
58;Não;3;2;6;6;13872;5;10;0;38;9;13;10;8;37;25359432670;3
44;Não;3;3;6;5;2042;7;2;4;17;8;12;23;2;3;71588290665;2
37;Sim;3;5;10;4;2073;12;2;4;7;9;22;6;2;3;36838207618;1
32;Não;3;2;5;5;2956;6;0;1;1;4;13;1;0;1;95179316860;1
20;Sim;2;2;5;5;2926;7;0;1;1;8;18;6;0;1;98351041716;4
34;Não;2;2;9;5;4809;6;13;1;16;9;14;6;10;16;67360083513;3
37;Não;3;5;5;5;5163;9;0;5;17;6;14;2;0;1;86091638944;4
59;Não;2;3;10;4;18844;4;2;9;30;9;21;2;2;3;87660704695;4
50;Não;2;3;5;5;18172;11;3;3;28;8;19;1;7;8;64124830685;2
25;Sim;3;2;7;6;5744;5;4;1;6;8;11;5;3;6;97558539466;3
25;Não;3;3;6;5;2889;6;2;1;2;4;11;7;1;2;1552087422;4
22;Não;2;2;6;5;2871;7;0;1;1;8;15;15;0;0;24280724565;4
51;Não;2;2;6;5;7484;9;12;3;23;9;20;1;8;13;60880967980;1
34;Sim;3;2;5;5;6074;7;7;1;9;8;24;7;6;9;36745765312;3
54;Não;2;2;10;4;17328;4;3;2;23;8;12;26;4;5;46964096265;4
24;Não;3;3;5;5;2774;7;3;0;6;4;12;18;2;5;80200357316;3
34;Não;2;5;5;5;4505;6;0;6;12;9;15;6;0;1;931230155;2
37;Não;3;2;5;6;7428;5;3;2;12;8;12;3;3;5;85720603162;4
34;Não;2;2;6;5;11631;4;10;2;14;8;12;5;8;11;34447743971;1
36;Não;2;3;8;6;9738;5;7;0;10;6;14;11;8;9;83782397334;4
36;Não;2;5;5;5;2835;7;0;5;7;6;22;3;0;1;8306306810;4
43;Não;3;3;5;6;16959;4;12;1;25;6;12;26;12;25;43444485408;4
30;Não;3;5;5;5;2613;6;7;1;10;8;25;23;9;10;17309239247;3
33;Não;3;3;7;6;6146;5;7;0;8;6;13;22;7;7;63894141322;2
56;Sim;2;3;5;5;4963;6;4;9;7;9;18;14;3;5;38555259977;2
51;Não;3;2;5;5;19537;11;18;7;23;8;13;6;15;20;98397761204;3
31;Sim;3;3;5;6;6172;5;7;4;12;9;18;6;7;7;27438819585;3
26;Não;2;3;9;5;2368;6;4;1;5;8;19;6;3;5;80511826080;2
58;Sim;2;3;6;5;10312;9;10;1;40;9;12;23;6;40;16450770976;4
19;Sim;3;2;7;6;1675;9;0;1;0;4;19;22;0;0;68660307820;3
22;Não;3;3;8;5;2523;7;1;0;3;4;14;2;1;2;95752987878;4
49;Não;2;3;6;5;6567;8;11;1;16;9;14;20;11;15;36538537839;1
43;Não;2;2;6;5;4739;6;2;4;18;8;12;28;2;3;93407475958;3
50;Não;2;2;7;6;9208;5;2;4;16;8;11;12;1;2;54842000850;4
31;Sim;2;3;5;6;4559;5;2;3;4;8;11;20;2;2;48050952420;3
41;Não;3;5;5;6;8189;5;7;3;12;4;13;9;7;9;64412200019;3
26;Não;2;3;5;4;2942;12;7;1;8;4;23;25;7;8;49676517156;3
36;Não;3;5;6;5;4941;8;2;6;7;6;20;6;1;3;89767319421;2
51;Sim;3;2;5;5;10650;8;2;2;18;9;15;8;3;4;26394798980;4
39;Não;2;3;5;6;5902;5;11;4;17;9;14;4;9;15;61624207259;3
25;Não;3;3;5;6;8639;5;2;2;6;8;18;28;2;2;60318414009;3
30;Não;3;3;10;4;6347;12;9;0;12;8;19;9;7;11;50622287343;4
32;Sim;2;2;6;5;4200;7;4;7;10;8;22;9;4;5;44908070244;1
45;Não;3;2;6;5;3452;6;5;5;9;8;13;29;3;6;84273149316;4
38;Não;2;2;8;5;4317;6;2;3;19;10;20;3;2;3;53524047946;3
30;Não;2;2;5;5;2632;6;4;1;5;8;14;18;4;5;72363241463;3
32;Não;3;5;6;6;4668;5;7;0;9;6;17;9;7;8;16304909858;4
30;Não;2;5;8;5;3204;6;2;5;8;8;14;5;2;3;48184182994;1
30;Não;3;2;6;5;2720;7;3;0;6;4;13;2;2;5;62077963701;4
41;Não;3;5;5;5;17181;4;6;4;21;8;13;10;7;7;24091670091;1
41;Não;3;3;5;5;2238;7;0;2;7;9;21;9;4;5;90169347408;1
19;Não;2;2;6;5;1483;7;0;1;1;4;14;3;0;1;16340824793;2
40;Não;2;5;6;5;5605;6;7;1;20;8;11;26;13;20;6738705081;2
35;Não;3;3;7;6;7295;5;8;1;10;10;13;1;6;10;69125333631;2
53;Não;3;3;7;6;2306;9;7;2;13;6;20;6;5;7;67830179649;3
45;Não;3;5;5;5;2348;7;9;8;20;8;18;9;15;17;33831882000;2
32;Não;2;2;7;6;8998;5;8;1;9;8;14;8;7;9;64417808581;4
29;Não;3;3;8;5;4319;8;7;1;10;4;13;1;9;10;25135789691;3
51;Não;3;3;6;5;6132;8;0;2;10;9;17;7;0;1;14091412180;3
58;Não;2;3;6;5;3346;6;0;4;9;8;20;9;0;1;62102911487;2
40;Não;3;3;7;6;10855;5;11;7;15;9;11;4;11;12;80388042163;4
34;Não;2;3;7;6;2231;9;3;6;6;9;18;2;2;4;33889215002;3
22;Não;3;3;6;5;2323;6;2;1;2;4;24;19;2;2;53774747971;4
27;Não;3;5;6;5;2024;6;2;6;6;8;18;9;2;2;91892318433;2
28;Não;3;3;6;5;2713;6;2;1;5;8;11;21;2;5;9984617239;4
57;Não;3;5;5;5;9439;9;3;3;12;6;16;24;4;5;79777496314;4
27;Não;3;5;6;5;2566;6;1;1;1;8;15;3;1;1;11956409762;3
50;Não;2;2;5;5;19926;4;4;3;21;8;15;11;4;5;94832014074;2
41;Não;3;5;5;5;2451;6;8;4;13;8;12;14;8;9;51144854906;3
30;Não;2;3;5;6;9419;5;9;2;12;8;12;5;4;10;41399968078;4
38;Não;2;2;5;6;8686;5;3;4;12;9;22;1;7;8;51482067656;4
32;Não;3;2;5;5;3038;6;4;3;8;10;20;6;4;5;83266919994;3
27;Não;3;3;8;5;3058;6;2;0;6;8;16;17;1;5;40735153813;2
19;Sim;2;2;8;6;2325;9;0;0;1;4;21;1;0;0;72213481855;1
36;Não;3;2;6;5;2088;7;7;4;13;6;12;3;2;8;72184465534;2
30;Não;3;5;6;5;3072;7;9;1;12;8;11;9;10;12;20651209976;1
45;Não;2;5;5;6;5006;5;4;4;9;6;11;4;3;5;60875616848;1
56;Não;2;5;5;5;4257;6;2;4;19;8;18;8;2;2;90346664099;1
33;Não;3;2;5;5;2500;6;1;0;4;8;14;2;2;3;12509596730;4
19;Sim;3;2;5;5;1102;7;0;1;1;8;22;2;0;1;93862079966;4
46;Não;2;5;7;6;10453;5;13;1;24;6;25;1;7;24;95529376618;1
38;Não;2;2;5;5;2288;7;2;1;2;6;12;9;1;2;42888679706;4
31;Não;2;3;6;5;3929;6;2;8;7;4;23;12;2;4;67240547466;4
34;Não;2;2;6;5;2311;6;2;2;9;6;15;27;2;3;2517901935;2
41;Sim;2;2;7;6;3140;9;3;1;4;6;22;20;2;4;22372522107;2
50;Não;3;3;6;5;3690;7;2;2;5;8;15;1;2;3;55309107099;3
53;Não;2;5;6;5;4450;8;2;1;5;6;11;13;3;4;77428841777;1
33;Não;2;3;6;5;2756;6;7;1;8;8;13;14;6;8;60501411777;2
40;Não;2;3;6;5;19033;4;8;1;21;4;14;4;9;20;55423387263;3
55;Não;3;2;6;5;18722;11;15;8;36;9;11;14;15;24;67881548840;2
34;Não;3;3;5;5;9547;8;9;1;10;4;17;2;9;10;46453985242;3
51;Não;2;2;6;5;13734;9;7;3;21;8;18;3;0;7;20966001637;2
52;Não;3;3;5;5;19999;4;18;0;34;9;14;1;9;33;41540822380;3
27;Não;2;2;6;5;2279;6;7;1;7;8;16;9;3;7;63610446628;2
35;Sim;3;3;5;5;5916;8;0;3;8;6;13;23;1;1;15692618298;3
43;Não;3;5;6;5;2089;6;4;4;7;8;14;7;2;5;61504149515;4
45;Não;3;3;6;5;16792;4;8;9;22;6;23;2;8;20;8881768868;4
37;Não;3;3;5;5;3564;6;7;1;8;8;12;21;7;8;62423933444;1
35;Não;2;2;6;5;4425;7;2;5;10;8;11;2;2;6;79317443307;2
42;Não;2;5;6;5;5265;8;3;2;11;6;16;21;2;5;63238588207;3
38;Não;3;3;5;5;6553;8;0;9;14;9;14;2;0;1;69338382339;3
38;Não;3;3;8;5;6261;8;7;3;9;8;18;29;7;7;88205275567;4
27;Não;3;3;8;5;4298;8;2;5;6;4;19;1;0;2;32791360746;1
49;Não;3;5;5;5;6804;8;7;1;7;9;15;18;7;7;7169263295;4
34;Não;3;5;6;5;3815;6;3;1;5;9;17;10;0;5;83126549017;3
40;Não;3;3;6;5;2741;7;2;8;15;6;15;19;7;7;59902871043;4
38;Sim;3;3;6;5;6673;9;0;7;17;4;19;29;0;1;33609525693;1
29;Sim;2;3;7;6;7639;5;4;1;10;8;22;27;9;10;91830343129;4
22;Não;3;5;5;5;2328;6;2;1;4;8;16;5;2;4;47183191069;2
36;Não;2;2;6;5;2153;7;1;1;8;4;13;18;7;8;70381638991;4
40;Não;3;3;5;5;4876;9;2;9;5;10;14;9;2;3;14369795443;4
46;Não;3;5;6;5;9396;9;2;7;17;9;16;1;3;4;1194123574;1
32;Sim;3;3;6;6;10400;5;8;1;14;9;11;4;8;14;38344588108;4
30;Não;3;2;5;5;8474;8;8;1;12;4;22;1;8;11;37711762719;3
27;Não;2;2;5;6;9981;5;7;1;7;8;14;20;7;7;59166136592;3
51;Não;3;3;5;5;12490;11;9;5;16;9;16;8;7;10;2741131283;2
30;Sim;2;2;8;5;2657;6;2;5;8;8;11;3;4;5;74540616456;1
41;Não;2;2;5;6;13591;4;0;3;16;8;18;6;0;1;63313223917;4
30;Sim;2;2;7;6;6696;5;3;5;9;9;15;26;1;6;13194550452;1
29;Sim;3;2;8;5;2058;6;2;0;7;8;14;1;5;6;59002308139;3
45;Não;2;2;6;6;8865;5;7;6;23;8;12;6;8;19;78686690860;4
54;Não;2;3;7;6;5940;5;2;2;16;8;14;3;5;6;35089136646;1
36;Não;3;2;5;5;5914;7;11;8;16;6;16;5;7;13;23423202559;2
33;Não;2;3;6;5;2622;6;2;6;7;9;21;4;1;3;5524697939;2
37;Não;3;5;9;5;12185;11;8;1;10;8;14;11;7;10;86237425776;4
38;Não;3;5;5;6;10609;5;10;0;17;8;12;3;13;16;89265851848;3
31;Não;3;3;6;5;4345;8;4;0;6;9;12;1;4;5;72519035959;3
59;Não;3;3;5;5;2177;6;0;3;7;8;17;3;0;1;34407958879;4
37;Não;3;5;7;6;2793;9;8;4;13;9;17;4;8;9;14673865017;4
29;Não;2;3;6;6;7918;5;10;1;11;4;14;1;1;11;60610115795;4
35;Não;2;2;7;6;8789;5;7;1;10;8;14;1;8;10;7640793677;3
29;Sim;3;2;6;5;2389;6;3;1;4;4;13;18;1;4;82474518065;4
52;Não;2;2;5;5;3212;7;2;7;6;8;15;2;2;2;61737224479;4
42;Não;3;3;8;5;19232;4;17;1;22;6;11;4;15;22;94542532751;4
59;Não;3;3;6;4;2267;12;2;8;7;6;17;6;2;2;7210334745;3
50;Não;2;5;6;6;19517;4;0;3;32;9;11;1;6;7;38924622310;4
33;Sim;3;3;6;5;2436;7;4;5;8;8;13;14;4;5;24288194571;4
43;Não;2;3;7;6;16064;4;13;5;22;8;22;16;9;17;74114798026;4
33;Sim;2;3;5;5;2707;7;7;7;13;6;20;2;7;9;60453992887;1
52;Não;3;2;5;6;19068;4;7;1;33;9;18;2;12;33;67394824653;3
32;Não;2;3;5;6;3931;9;3;2;6;6;11;4;2;4;30078042185;2
32;Sim;3;2;5;5;3730;7;2;0;4;8;14;1;2;3;86545860665;3
39;Não;2;5;6;5;2232;7;2;7;7;9;14;1;2;3;35469440847;3
32;Não;3;3;7;6;4465;5;2;0;4;9;18;26;2;3;81016406142;4
41;Não;3;5;5;5;3072;6;0;2;17;6;16;19;0;1;75136436879;1
40;Não;3;5;8;5;3319;6;8;1;9;6;17;24;7;9;33617233384;4
45;Não;3;3;9;5;19202;4;0;0;25;8;11;1;7;24;97526388569;4
31;Não;3;5;6;5;13675;11;2;9;9;9;12;3;2;2;84981717236;3
33;Não;2;3;5;5;2911;6;2;1;2;9;13;5;2;2;38710613515;4
34;Não;3;3;5;5;5957;8;9;6;13;9;13;2;9;11;34185049825;1
37;Não;2;3;6;5;3920;6;1;2;17;6;14;1;2;3;39936746020;1
45;Não;3;3;5;5;6434;8;2;4;9;9;17;7;2;3;64627752749;3
37;Sim;3;5;6;5;10048;8;0;6;17;8;11;10;0;1;99170492899;3
39;Não;2;2;8;5;10938;9;6;0;20;9;25;2;8;19;74289937199;3
29;Não;3;2;5;5;2340;6;5;1;6;8;19;15;5;6;22508221832;4
42;Não;2;2;5;5;6545;6;2;3;10;6;13;17;2;3;65687520829;1
29;Não;3;5;7;6;6931;5;2;2;10;6;14;20;2;3;18467974053;4
25;Não;2;3;5;5;4898;8;2;0;5;8;12;1;2;4;88923808247;3
42;Não;2;5;6;5;2593;7;6;0;10;8;11;2;8;9;11678962767;1
40;Não;3;5;6;5;19436;11;7;0;22;6;19;2;9;21;86980360458;3
51;Não;3;3;5;5;2723;6;0;1;1;8;11;1;0;1;65458713134;4
31;Sim;3;2;6;5;3479;7;4;0;6;6;11;29;4;5;17414215827;2
32;Não;3;3;5;5;2794;7;1;1;5;8;20;7;3;5;65374101036;2
38;Não;3;3;5;6;5249;5;7;3;13;6;18;2;5;8;90393333827;4
32;Não;3;2;8;5;2176;7;2;4;9;4;13;2;4;6;73635660714;1
46;Não;2;3;8;6;16872;4;7;3;28;8;12;2;7;7;15047883675;2
28;Sim;3;2;5;5;3485;7;0;2;5;9;11;2;0;0;76219922775;3
29;Não;3;3;6;6;6644;5;0;2;10;8;19;2;0;0;92298254496;2
31;Não;3;3;6;5;5582;9;0;0;10;8;21;23;8;9;95462077718;4
25;Não;3;5;5;5;4000;9;3;1;6;6;12;5;5;6;50217086584;1
45;Não;3;3;6;5;13496;9;7;0;21;6;14;20;10;20;23244022490;4
36;Não;3;3;5;5;3210;7;13;0;16;8;11;6;11;15;56524702588;4
55;Não;3;2;6;5;19045;4;10;0;37;8;14;1;13;36;67248014034;1
47;Sim;3;3;5;5;11849;4;7;1;10;9;12;29;9;10;61970021478;2
28;Não;3;3;6;5;2070;6;2;1;5;8;23;9;4;5;32271291299;4
37;Não;3;3;6;6;6502;5;4;4;7;9;14;6;1;5;56158423261;4
21;Não;3;2;6;5;3230;6;2;1;3;6;17;3;0;3;87112107872;3
37;Não;2;5;6;5;13603;11;2;2;15;9;18;1;2;5;61672368029;4
35;Não;2;5;5;5;11996;4;7;7;10;8;18;22;2;7;22721639502;2
38;Não;2;5;6;6;5605;5;0;1;8;6;24;7;7;8;49236237406;1
26;Não;2;5;5;5;6397;8;5;1;6;8;20;1;4;6;67666362470;2
50;Não;3;5;5;5;19144;11;4;3;28;4;14;4;6;10;77183522131;2
53;Não;3;3;6;5;17584;11;3;3;21;9;16;3;3;5;77643922702;3
42;Não;3;3;5;6;4907;5;16;1;20;4;25;1;6;20;52866273938;3
29;Não;3;2;5;6;4554;5;7;1;10;6;18;2;9;10;63681000821;4
55;Não;3;3;8;5;5415;7;7;3;12;6;19;20;8;10;78069134488;4
26;Não;3;3;6;5;4741;9;3;1;5;6;13;11;3;5;31420369724;1
37;Não;2;2;5;5;2115;6;12;1;17;8;12;1;7;17;87122923592;4
44;Sim;3;5;5;5;3161;7;0;3;19;8;22;24;0;1;48619133702;3
38;Não;3;5;5;5;5745;9;2;9;10;9;14;23;2;2;3468141375;4
26;Sim;3;5;6;5;2373;7;2;2;5;9;13;16;2;3;84981680684;2
28;Não;2;2;5;5;3310;6;3;1;5;6;21;8;2;5;42087763942;4
49;Não;2;2;5;5;18665;11;2;9;22;9;11;10;2;3;28682113281;1
36;Não;3;2;8;5;4485;6;0;4;10;8;12;3;7;8;325970059;2
31;Não;2;5;7;6;2789;9;2;1;2;8;11;5;2;2;55343770310;2
26;Sim;3;2;7;6;5828;5;7;1;8;9;12;4;4;8;88602832808;4
37;Não;3;3;6;5;2326;6;2;1;4;8;12;9;2;4;87394604840;4
42;Não;2;3;7;6;13525;5;4;5;23;8;14;26;8;20;62032747392;2
18;Sim;3;2;5;5;1420;7;0;1;0;8;13;3;0;0;17207520412;3
35;Não;3;3;7;6;8020;5;9;0;12;8;15;16;9;11;10519635385;2
36;Não;3;3;5;5;3688;7;0;4;4;9;18;18;0;1;56571815045;4
51;Não;3;5;6;5;5482;8;1;5;13;8;18;2;2;4;56013287350;2
41;Não;3;2;5;6;16015;4;10;1;22;9;19;2;4;22;55086647851;2
18;Não;2;2;6;6;1200;9;0;1;0;8;12;10;0;0;91869635737;3
28;Não;3;2;6;5;5661;9;3;0;9;6;19;16;7;8;60967117305;1
31;Não;3;3;8;6;6929;5;7;4;10;8;11;7;7;8;25472902008;4
39;Não;3;5;6;5;9613;9;10;0;19;8;17;1;7;18;63015731066;4
36;Não;2;3;5;5;5674;7;8;7;11;9;15;24;8;9;42017009066;2
32;Não;3;3;5;6;5484;5;8;1;13;8;14;7;8;13;43428410065;3
38;Não;2;3;5;5;12061;11;8;3;19;6;17;25;1;10;27257714367;2
58;Não;3;5;5;5;5660;9;3;2;12;9;13;1;2;5;22743955307;3
31;Não;3;3;8;5;4821;6;2;0;6;9;12;5;3;5;45691435921;4
31;Não;3;3;10;4;6410;12;2;3;9;8;12;2;0;2;18963529507;1
45;Não;3;5;5;5;5210;7;9;1;24;8;18;7;11;24;85454960701;1
31;Não;3;5;5;5;2695;6;2;0;3;9;18;2;2;2;49425576700;4
33;Não;2;3;5;5;11878;4;6;6;12;9;11;5;8;10;12249344712;2
39;Não;3;3;6;5;17068;4;9;1;21;4;14;10;10;21;69946330309;1
43;Não;2;2;5;5;2455;7;7;0;9;9;19;10;7;8;39733108782;4
49;Não;2;2;8;5;13964;9;1;7;25;6;12;1;7;7;84069387286;3
52;Sim;3;3;6;5;4941;6;2;2;11;9;15;8;7;8;91216879274;2
27;Não;2;2;5;5;2478;6;3;1;4;8;12;5;2;4;5788214241;2
32;Não;2;3;8;6;5228;5;12;1;13;6;11;8;9;13;31944066186;2
27;Não;3;2;5;6;4478;5;4;1;5;8;11;2;4;5;52562718064;3
31;Não;3;5;7;6;7547;5;7;4;13;8;12;7;7;7;40587335529;4
32;Não;2;2;6;5;5055;6;7;7;10;9;16;2;7;7;17721725274;4
28;Sim;3;3;6;5;3464;6;2;5;5;9;13;2;2;3;87946727733;4
30;Não;2;3;6;5;5775;6;8;1;11;6;13;28;9;10;80499285862;4
31;Não;2;3;5;5;8943;8;9;1;10;6;24;7;9;10;3978376676;3
39;Não;3;3;6;5;19272;4;9;1;21;6;15;7;3;21;25519340119;4
39;Sim;2;3;6;6;5238;5;0;4;12;6;18;3;0;1;66585212005;3
33;Não;3;2;7;6;4682;5;7;3;9;8;14;10;1;7;34877209934;4
47;Não;3;3;5;5;18300;11;2;4;21;10;11;5;1;3;15689817187;3
43;Não;2;5;5;5;5257;7;7;1;9;9;11;10;0;9;82531770264;3
27;Não;3;3;7;6;6349;5;4;0;6;4;13;1;4;5;877014107;2
